movie_id,title,genre,emotion_tags,BA,duration
49,50. Psycho (1960),"Horror, Mystery, Thriller",Peur,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.dailymotion.com/video/x7qhzm&ved=2ahUKEwiazqX30OiKAxXgTaQEHcROOr8QtwJ6BAgPEAI&usg=AOvVaw3eobzFxfYwh3DSiZnbImDB,109
50,51. Casablanca (1942),"Drama, Romance, War",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DsT3NkCiiToE&ved=2ahUKEwjezO_-0OiKAxVoKvsDHRHVEnkQtwJ6BAgOEAI&usg=AOvVaw2QlxyA0eS10HY6ThHxm4nO,102
51,52. Modern Times (1936),"Comedy, Drama, Family",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DgWsU67J-qUc&ved=2ahUKEwiGgtWN0uiKAxUYUaQEHa9jAmQQtwJ6BAgYEAI&usg=AOvVaw3KzpwxUIVl5v71-875GDJm,87
52,53. City Lights (1931),"Comedy, Drama, Romance",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.dailymotion.com/video/x2lbwfh&ved=2ahUKEwjBscuS0uiKAxXVVKQEHRCODIQQtwJ6BAgOEAI&usg=AOvVaw1gdcTFRhoSLw23RdM7ob3A,87
53,54. Capernaum (2018),Drama,Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DN68t6YKWGJ8&ved=2ahUKEwiL5oOc0uiKAxWOUaQEHYeDM2oQtwJ6BAgEEAI&usg=AOvVaw3XB_uQMlSd2Dzxlx0rCLgh,126
54,55. Ayla: The Daughter of War (2017),"Biography, Drama, History",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DsiamfWfTfyI&ved=2ahUKEwjWoZbK0uiKAxUnVKQEHXthFhIQtwJ6BAgREAI&usg=AOvVaw2ZlGHuzYtu_i372WcmogDP,125
55,56. Your Name. (2016),"Animation, Drama, Fantasy",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DAROOK45LXXg&ved=2ahUKEwjClIXP0uiKAxWzfKQEHbdELcoQtwJ6BAgZEAI&usg=AOvVaw1eUEWLq5rvMXLu4GzAVlri,106
56,57. Dangal (2016),"Action, Biography, Drama",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DBM-gr6PQO5w&ved=2ahUKEwiFk6nU0uiKAxXLVqQEHctOFWAQtwJ6BAgOEAI&usg=AOvVaw3xX29uQ7r1juGzdhDU0lbl,161
57,58. Spider-Man: Into the Spider-Verse (2018),"Animation, Action, Adventure",Rire,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DeGDqpAM6Gyk&ved=2ahUKEwjkuYbw0uiKAxWuUKQEHSXeD8UQtwJ6BAgNEAI&usg=AOvVaw1B25onFiH7Ri4wZdvNLoGE,117
58,59. Avengers: Endgame (2019),"Action, Adventure, Drama",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DwV-Q0o2OQjQ&ved=2ahUKEwiH9__00uiKAxWyTaQEHbNIMe4QtwJ6BAgOEAI&usg=AOvVaw1bRGr-gsVCcznoaGGDICMN,181
59,60. Avengers: Infinity War (2018),"Action, Adventure, Sci-Fi",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DeIWs2IUr3Vs&ved=2ahUKEwjElab60uiKAxX9RKQEHWFBMFEQtwJ6BAgQEAI&usg=AOvVaw1Dd8tSyQNq7LgUmQuuLAdW,149
60,61. Coco (I) (2017),"Animation, Adventure, Family",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DN3chVJm1XYI&ved=2ahUKEwiIxb7_0uiKAxXEKvsDHXEEGk0QwqsBegQIDRAG&usg=AOvVaw3DIuapXx6z0Lm5yv88Tlts,105
61,62. Django Unchained (2012),"Drama, Western",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DK2XjgsfzDrU&ved=2ahUKEwiajpyF0-iKAxVfTaQEHTikNaMQtwJ6BAgOEAI&usg=AOvVaw1sHyM3pQXbII60130q6qeN,165
62,63. The Dark Knight Rises (2012),"Action, Adventure",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DOiqPQ7L_C00&ved=2ahUKEwjIh8SP0-iKAxUAU6QEHePSIzMQtwJ6BAgOEAI&usg=AOvVaw268W1X98cIboR6nDYFolXj,164
63,64. 3 Idiots (2009),"Comedy, Drama",Rire,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DK0eDlFX9GMc&ved=2ahUKEwjF5o6U0-iKAxU5Q6QEHe4TGu0QtwJ6BAgPEAI&usg=AOvVaw1122VBIyDFUYxsoZMo_A4P,170
64,65. Like Stars on Earth (2007),"Drama, Family",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DDBg6HSMF9X8&ved=2ahUKEwjctf-a0-iKAxXDUaQEHcnNObwQtwJ6BAgQEAI&usg=AOvVaw3hHvFKcgxXRIe3-rnaByM3,165
65,66. WALL·E (2008),"Animation, Adventure, Family",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DtwS3hYLmQI4&ved=2ahUKEwi69Meg0-iKAxW_VqQEHbCxNT0QtwJ6BAgPEAI&usg=AOvVaw1d2gj9xdFGU2FI1pa8xojB,98
66,67. The Lives of Others (2006),"Drama, Mystery, Thriller",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DoxjGvkyPKqk&ved=2ahUKEwjIwa-n0-iKAxUcVaQEHcfgNxcQtwJ6BAgOEAI&usg=AOvVaw1sE0NAtixLVZj1BNbs79zW,137
67,68. Oldboy (2003),"Action, Drama, Mystery",Peur,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3Df_1HU5x0bbA&ved=2ahUKEwiKv4qs0-iKAxVPVaQEHTBgAqwQtwJ6BAgNEAI&usg=AOvVaw2Yxa59qOR3v85FI-r7kCR0,120
68,69. Memento (2000),"Mystery, Thriller",Peur,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DFUDcRwJyOzQ&ved=2ahUKEwietO-w0-iKAxWeQ6QEHbT6B_4QtwJ6BAgIEAI&usg=AOvVaw0DXNtMEeI3NBZwZ9sfOsXC,113
69,70. Princess Mononoke (1997),"Animation, Adventure, Fantasy",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.dailymotion.com/video/x819cko&ved=2ahUKEwiHsbC10-iKAxWTVqQEHalUNpMQtwJ6BAgNEAI&usg=AOvVaw1zdgjSHpl7LssgHE1Sbxqm,134
70,71. Once Upon a Time in America (1984),"Crime, Drama",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3D2Kyuw5XZsnM&ved=2ahUKEwif1Zy60-iKAxWKK_sDHQX_MpAQtwJ6BAgXEAI&usg=AOvVaw3lTd0yy2ERrahJcSh3hQZi,229
71,72. Raiders of the Lost Ark (1981),"Action, Adventure",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DliIQREC0X2A&ved=2ahUKEwjNyti_0-iKAxWBaqQEHXq1KboQtwJ6BAgOEAI&usg=AOvVaw0K0zDBNZCbnCBKzCAXoHvl,115
72,73. The Shining (1980),"Drama, Horror",Peur,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DILUCMYUXoaI&ved=2ahUKEwjp0LfE0-iKAxUESaQEHbf5KcMQtwJ6BAgPEAI&usg=AOvVaw0yMiy5brAc8JrsTQeS_EUm,146
73,74. Apocalypse Now (1979),"Drama, Mystery, War",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.dailymotion.com/video/x2lbwjo&ved=2ahUKEwj8kcTJ0-iKAxVlKvsDHfpzKksQtwJ6BAgNEAI&usg=AOvVaw2xLir32jsmPPFz3aMaTPuU,147
74,75. Alien (1979),"Horror, Sci-Fi",Peur,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DqFCMm6gJQe8&ved=2ahUKEwiE-IDQ0-iKAxWkKvsDHbRSA1QQtwJ6BAgQEAI&usg=AOvVaw0f0fiuF6Hk1-whV_oouKwX,117
75,76. High and Low (1963),"Crime, Drama, Mystery",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DELsgPvgDBoY&ved=2ahUKEwi058HW0-iKAxUGVaQEHcjlOQsQtwJ6BAgQEAI&usg=AOvVaw12TyihxR3q5kT2pvKjRW84,143
76,77. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,Rire,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DjPU1AYTxwg4&ved=2ahUKEwi2yvLn0-iKAxUJVaQEHbS3Af4QtwJ6BAgTEAI&usg=AOvVaw0_Xl3RPhE6482mZNXAaVAu,95
77,78. Witness for the Prosecution (1957),"Crime, Drama, Mystery",Peur,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DGMlJfiA2u7Y&ved=2ahUKEwi83u3t0-iKAxUxU6QEHWL1GB8QtwJ6BAgPEAI&usg=AOvVaw2KTshUw6sc3xsc6Rzzn9KL,116
78,79. Paths of Glory (1957),"Drama, War",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DJgpqis5Ekhg&ved=2ahUKEwj45vfz0-iKAxXpVaQEHXGaOYkQtwJ6BAgPEAI&usg=AOvVaw1B_f2g_JykTHSjhnMLqMyV,88
79,80. Rear Window (1954),"Mystery, Thriller",Peur,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DC28s0gXXyRA&ved=2ahUKEwjE69D50-iKAxU2U6QEHY9LA9QQtwJ6BAgOEAI&usg=AOvVaw38tXohFH7f0ir0PSa3nddD,112
80,81. Sunset Blvd. (1950),"Drama, Film-Noir",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DInBXp7iLS3M&ved=2ahUKEwjLoor-0-iKAxX-RKQEHRuSCq4QtwJ6BAgQEAI&usg=AOvVaw3DeMRPtfptXHWO8Fj7YDkn,110
81,82. The Great Dictator (1940),"Comedy, Drama, War",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3Dkj3Rekc-qe4&ved=2ahUKEwjWjLyD1OiKAxWBVqQEHVUGJ-8QtwJ6BAgSEAI&usg=AOvVaw1ERiDMDJjMZlTvwzjBA4Lp,125
82,83. 1917 (2019),"Drama, War",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DSj1pb4je5T8&ved=2ahUKEwiCl7uI1OiKAxV9UqQEHYoHA6kQtwJ6BAgPEAI&usg=AOvVaw06yZnfRstl1j_bcG1zc-Vj,119
83,84. Uri: The Surgical Strike (2019),"Action, Drama, War",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.dailymotion.com/video/x8wap7c&ved=2ahUKEwjNz-uM1OiKAxXzUaQEHcy7I1cQwqsBegQIDxAE&usg=AOvVaw12O5N9VWRbYpMZ_R3CuuxH,138
84,85. Tumbbad (2018),"Drama, Fantasy, Horror",Peur,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3D5KmKaNmSttU&ved=2ahUKEwjjv_CT1OiKAxUZUKQEHca_AegQtwJ6BAgHEAI&usg=AOvVaw36nl33e3ipY3hE9LVTSBip,104
85,86. Andhadhun (2018),"Crime, Thriller",Peur,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3D2iVYI99VGaw&ved=2ahUKEwjZ-P2Y1OiKAxUGR6QEHTsxOzsQwqsBegQIDhAG&usg=AOvVaw16I4mrLWz_4KUGBPLuC-yv,139
86,87. Drishyam (2013),"Crime, Drama, Thriller",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DmYWreq4CcRA&ved=2ahUKEwjX64qg1OiKAxUtUqQEHQo4BfsQwqsBegQIDxAG&usg=AOvVaw03lRkJ3D1B269jFgvmLJuB,160
87,88. The Hunt (2012),Drama,Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3D370PlE_erDk&ved=2ahUKEwjzhK6m1OiKAxWfU6QEHZKdDu8QtwJ6BAgGEAI&usg=AOvVaw3CUPgzgJGo3MEuKus4actn,115
88,89. A Separation (2011),"Drama, Thriller",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.dailymotion.com/video/x2lbvsw&ved=2ahUKEwi9yb2s1OiKAxWiVqQEHfp4GmEQtwJ6BAgOEAI&usg=AOvVaw1BGMsEKP3OAw09MrWXKMVx,123
89,90. Incendies (2010),"Drama, Mystery, War",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DYStpiwG3CiE&ved=2ahUKEwjm276x1OiKAxUhSKQEHa6qM6UQtwJ6BAgOEAI&usg=AOvVaw3RT3eqYj4Kml1lOS5SP2IQ,131
90,91. 7 Kogustaki Mucize (2019),Drama,Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.dailymotion.com/video/x8ihq0j&ved=2ahUKEwiMj6W21OiKAxUXfKQEHX0LIncQtwJ6BAgQEAI&usg=AOvVaw0j-Q_ZbonJ_re67yQjGw7j,132
91,92. My Father and My Son (2005),"Drama, Family",Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://mubi.com/fr/films/my-father-and-my-son/trailer&ved=2ahUKEwiIvbm71OiKAxWfcaQEHaa8GIkQtwJ6BAgOEAI&usg=AOvVaw1TbEBbAWRvJbTB1awHr0nA,112
92,93. Toy Story 3 (2010),"Animation, Adventure, Comedy",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DPjudwd-uxtg&ved=2ahUKEwi0n4PD1OiKAxUnVqQEHakJEbIQtwJ6BAgSEAI&usg=AOvVaw3b1oMRBIIW7VR0-xYIOpLE,103
93,94. Inglourious Basterds (2009),"Adventure, Drama, War",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DBiPUoLI9eGM&ved=2ahUKEwjz5sHH1OiKAxWlKvsDHWISFnYQtwJ6BAgOEAI&usg=AOvVaw0JZSbKHFLD4zSMnrwFGhIq,153
94,95. Eternal Sunshine of the Spotless Mind (2004),"Drama, Romance, Sci-Fi",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DvVP-g0gSlb8&ved=2ahUKEwjb-fXL1OiKAxXBVqQEHRQlJ-oQtwJ6BAgPEAI&usg=AOvVaw15cXYWA-jF0YcfN3abz1w9,108
95,96. Amélie (2001),"Comedy, Romance",Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3Dv75IdDDEmqU&ved=2ahUKEwjeuNLS1OiKAxXoVKQEHbnuDyoQtwJ6BAgPEAI&usg=AOvVaw1WguSKIZbMOQ-Daw9dgafg,122
96,97. Snatch (2000),"Comedy, Crime",Rire,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DIb6EsAQNlV0&ved=2ahUKEwi8u5jZ1OiKAxUARaQEHQJvMVcQtwJ6BAgNEAI&usg=AOvVaw2kuPZpSHYtlP_2Yl67-Do0,102
97,98. Requiem for a Dream (2000),Drama,Tristesse,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.dailymotion.com/video/x2lbxqq&ved=2ahUKEwiRtYDf1OiKAxUaU6QEHTzEIu8QtwJ6BAgPEAI&usg=AOvVaw1Zi_jmtuq1ItyBg6Zf4xC8,102
98,99. American Beauty (1999),Drama,Joie,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DXCxzXblZyfQ&ved=2ahUKEwiUoeXj1OiKAxW0VKQEHdFII9UQyCl6BAhDEAM&usg=AOvVaw0MV-2PS68oeMwS9ZPKK8_u,122
99,100. Good Will Hunting (1997),"Drama, Romance",Motivation,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DevzYaFEyQ4w&ved=2ahUKEwjw5aHx1OiKAxWzRqQEHcCdGygQtwJ6BAgHEAI&usg=AOvVaw1nz_Op1L3d3lqmuEberxez,126
